STATE,ST_CASE,PERMVIT,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,DRUNK_DR
6,62572,2,67,3150,23,9,2015,4,12,12,6,FRUITRIDGE RD,,0,38.52476111,-121.49125,0,99,99,99,99,99,99,0
6,62573,1,37,0,1,11,2015,1,18,50,4,CR-SANTA FE AVE,,0,33.96949167,-118.2301667,0,99,99,99,99,99,99,0
6,62574,2,37,1970,16,12,2015,4,22,30,1,I-405 RAMP,,48,33.81341667,-118.1662056,0,99,99,99,99,99,99,1
6,62575,3,65,0,12,12,2015,7,99,99,3,SR-371,,579,33.46689722,-116.8553667,0,99,99,99,99,99,99,0
6,62576,3,97,0,6,12,2015,1,23,6,2,US-101,,274,38.52471389,-122.7888028,0,99,99,99,99,88,88,0
6,62577,3,65,3070,4,10,2015,1,12,50,3,SR-91,,148,33.92074444,-117.4313222,0,99,99,99,99,88,88,1
6,62578,3,77,3770,4,12,2015,6,13,45,6,PINCHOT ST,AIRPORT WY,0,37.9685,-121.2775028,0,99,99,99,99,99,99,0
6,62579,2,111,0,26,12,2015,7,17,36,4,CR-SANTA CLARA AVE,CR-CENTRAL AVE,0,34.239275,-119.1258528,0,99,99,99,99,88,88,0
6,62580,1,71,1305,17,12,2015,5,21,40,6,WALNUT ST,,0,34.12854444,-117.4761194,0,99,99,99,99,99,99,1
6,62581,1,73,3260,18,12,2015,6,0,25,3,SR-52 RAMP,,41,32.84739444,-117.1744528,0,99,99,99,99,88,88,1
6,62582,2,57,0,15,10,2015,5,14,0,1,I-80,,49,39.33789167,-120.35225,0,99,99,99,99,88,88,0
6,62583,1,85,0,15,11,2015,1,19,5,2,US-101,,101,37.05479722,-121.5828194,0,99,99,99,99,88,88,1
6,62584,1,65,0,17,11,2015,3,21,40,4,CR-MORTON RD,,0,33.95768611,-117.2970167,0,99,99,99,99,99,99,1
6,62585,6,59,1345,11,7,2015,7,1,51,1,I-405,,135,33.70343889,-117.9516611,0,99,99,99,99,99,99,1
6,62586,2,77,2070,5,10,2015,2,15,6,6,LOUISE AVE,,0,37.81195,-121.2161056,0,99,99,99,99,99,99,0
6,62587,2,65,0,25,11,2015,4,7,5,3,SR-74,,333,33.73901389,-117.0950028,0,99,99,99,99,99,99,0
6,62588,2,25,0,21,12,2015,2,13,20,1,I-8,,161,32.74751111,-115.9312111,0,99,99,99,99,99,99,0
6,62589,3,37,0,19,9,2015,7,14,15,4,CR-BOUQUET CANYON ROAD,,0,34.5645,-118.397825,0,99,99,99,99,88,88,0
6,62590,3,71,0,3,10,2015,7,19,30,4,CR-VALLEY CENTER DR,,0,34.87968056,-116.7002389,0,99,99,99,99,99,99,1
6,62591,3,59,1786,10,10,2015,7,10,3,6,PASEO DE COLINAS,DEL CERRO,0,33.541175,-117.6845056,0,99,99,99,99,99,99,0
6,62592,1,111,0,27,12,2015,1,17,21,3,SR-126,,199,34.39353611,-118.9411694,0,99,99,99,99,99,99,0
6,62593,1,29,0,26,12,2015,7,23,26,3,SR-99,,265,35.39509722,-119.0445028,0,99,99,99,99,88,88,1
6,62594,3,61,200,10,7,2015,6,20,25,6,LINCOLN WY,,0,38.89598611,-121.0768583,0,99,99,99,99,88,88,0
6,62595,1,111,0,30,12,2015,4,99,99,4,CR-BALCOM CANYON ROAD,,0,34.32648056,-118.9782806,0,99,99,99,99,88,88,0
6,62596,1,73,3260,17,7,2015,6,1,40,1,I-15 RAMP,,99998,32.84231944,-117.1165389,0,99,99,99,99,88,88,0
6,62597,1,33,0,18,11,2015,4,99,99,3,SR-20,,53,39.16491389,-122.967325,0,99,99,99,99,88,88,1
6,62598,1,81,2898,27,12,2015,1,0,20,6,PORTOLA RD,,0,37.39312778,-122.2433056,0,99,99,99,99,88,88,1
6,62599,1,65,0,6,12,2015,1,16,44,4,CR-MCKINLEY ST,,0,33.88059444,-117.5118194,0,99,99,99,99,99,99,0
6,62600,1,55,2330,15,11,2015,1,1,38,6,REDWOOD RD,,0,38.319175,-122.3207389,0,99,99,99,99,99,99,1
6,62601,1,57,0,14,11,2015,7,17,55,3,SR-99,,83,39.43924444,-120.2110806,0,99,99,99,99,99,99,1
6,62602,1,65,9997,12,11,2015,5,20,20,6,MISSION BL,,0,34.01154722,-117.4346583,0,99,99,99,99,99,99,1
6,62603,1,37,1045,8,11,2015,1,4,30,1,I-605,,66,33.93873056,-118.0967556,0,99,99,99,99,88,88,0
6,62604,1,67,0,3,11,2015,3,15,10,4,CR-TAVERNOR RD,,0,38.44186944,-121.1894583,0,99,99,99,99,88,88,1
6,62605,4,1,0,13,12,2015,1,10,32,1,I-580,,26,37.73605,-121.6059806,0,99,99,99,99,99,99,0
6,62606,1,71,0,5,9,2015,7,1,24,1,I-215,,13,34.03326111,-117.3255861,0,99,99,99,99,99,99,0
6,62607,1,73,1876,13,8,2015,5,2,35,3,SR-94,,79,32.74386944,-117.04885,0,99,99,99,99,99,99,1
6,62608,3,65,850,9,8,2015,1,21,23,6,6TH ST,PROMENADE AVE,0,33.87373611,-117.5321,0,99,99,99,99,99,99,1
6,62609,1,65,3320,17,8,2015,2,19,12,6,SANTA FE AVE,,0,33.76525833,-116.9631,0,99,99,99,99,88,88,0
6,62610,1,77,3770,17,8,2015,2,20,50,6,EL DORADO ST,ESSEX ST,0,37.98716389,-121.3022472,0,99,99,99,99,99,99,0
6,62611,1,85,3340,13,9,2015,1,5,45,6,OAKLAND ROAD,,0,37.36827222,-121.8923389,0,99,99,99,99,88,88,0
6,62612,1,37,4120,24,9,2015,5,3,1,6,AMAR ROAD,,0,34.02955833,-117.9110222,0,99,99,99,99,99,99,0
6,62613,1,1,3993,29,11,2015,1,6,39,6,WHIPPLE RD,,0,37.60603611,-122.0485444,0,99,99,99,99,99,99,0
6,62614,4,37,0,18,10,2015,1,18,55,3,SR-60 RAMP,CR-7TH AVE,99998,34.01901944,-117.9884111,0,99,99,99,99,99,99,0
6,62615,1,73,2510,25,9,2015,6,16,17,6,NORTH RIVER ROAD,,0,33.25519444,-117.2870889,0,99,99,99,99,99,99,1
6,62616,2,29,240,30,12,2015,4,20,36,6,HUGHES LN,,0,35.32036944,-119.0302722,0,99,99,99,99,99,99,1
6,62617,3,73,2510,26,9,2015,7,19,35,6,SAN DIEGO ST,HIGGINS ST,0,33.20435833,-117.3709444,0,99,99,99,99,99,99,0
6,62618,4,67,0,15,12,2015,3,18,10,4,CR-MARCONI AVE,,0,38.61744167,-121.3532972,0,99,99,99,99,88,88,0
6,62619,1,77,3770,1,10,2015,5,19,29,6,OAK FOREST AVE,MIGHTY OAK DRIVE,0,37.99105,-121.2764306,0,99,99,99,99,99,99,0
6,62620,5,37,602,31,12,2015,5,13,20,6,FIGUEROA ST,,0,33.85451111,-118.2819694,0,99,99,99,99,99,99,0
6,62621,2,65,2278,8,10,2015,5,23,7,6,MORENO BEACH DR,,0,33.89831944,-117.1747306,0,99,99,99,99,99,99,1
6,62622,4,65,0,18,12,2015,6,18,28,3,SR-111,,164,33.55071667,-116.0543556,0,99,99,99,99,99,99,1
6,62623,4,59,3558,21,10,2015,4,8,18,1,I-405,,229,33.774525,-118.0802222,0,99,99,99,99,88,88,0
6,62624,2,65,850,30,10,2015,6,8,8,6,HIGHGROVE ST,MONTOYA DR,0,33.85049167,-117.5847778,0,99,99,99,99,88,88,0
6,62625,1,73,4060,1,11,2015,1,19,10,6,N EMERALD DR,THOMAS ST,0,33.19715,-117.2794944,0,99,99,99,99,88,88,1
6,62626,1,85,2311,22,10,2015,5,6,35,6,EL MONTE AVE,MARICH WAY,0,37.39073056,-122.09585,0,99,99,99,99,99,99,0
6,62627,1,87,0,2,11,2015,2,99,99,4,CR-E ZAYANTE RD,,0,37.06030556,-122.0576667,0,99,99,99,99,99,99,1
6,62628,4,65,9997,2,11,2015,2,9,6,6,RUBIDOUX BLVD,,0,34.00267222,-117.4022278,0,99,99,99,99,99,99,0
6,62629,1,37,1980,22,12,2015,3,4,22,1,I-110,,130,33.91746667,-118.2854472,0,99,99,99,99,99,99,0
6,62630,2,85,3440,10,11,2015,3,17,14,6,PRUNERIDGE AVE,SARATOGA AVE,0,37.32993889,-121.9643278,0,99,99,99,99,88,88,1
6,62631,6,65,3070,12,11,2015,5,21,42,6,TYLER ST,HOLE AVE,0,33.91538889,-117.4642694,0,99,99,99,99,99,99,0
6,62632,1,73,3260,15,11,2015,1,3,35,1,I-8,,21,32.75896944,-117.2052306,0,99,99,99,99,88,88,1
6,62633,4,37,1808,18,12,2015,6,0,25,6,CLARK AVE,DEL AMO BL,0,33.84702222,-118.1337972,0,99,99,99,99,99,99,1
6,62634,2,33,0,12,11,2015,5,6,50,3,SR-20,,276,39.01954167,-122.6766917,0,99,99,99,99,88,88,0
6,62635,1,29,240,24,10,2015,7,19,49,6,UNION AVE,,0,35.39127222,-119.0027861,0,99,99,99,99,99,99,0
6,62636,3,25,0,28,12,2015,2,7,58,3,SR-115,WORTHINGTON RD,124,32.84725278,-115.4061611,0,99,99,99,99,88,88,0
6,62637,2,47,2150,28,12,2015,2,0,33,6,WEST AVE,V ST,0,37.29248889,-120.5056806,0,99,99,99,99,99,99,1
6,62638,1,13,0,27,11,2015,6,2,40,1,I-680,,115,37.8639,-122.0363361,0,99,99,99,99,88,88,1
6,62639,1,111,0,21,11,2015,7,10,35,4,CR-LAS POSAS RD,,0,34.196,-119.07,0,99,99,99,99,99,99,0
6,62640,4,25,1090,30,12,2015,4,16,35,1,I-8,,392,32.77375833,-115.5311389,0,99,99,99,99,99,99,0
6,62641,1,71,1305,19,9,2015,7,2,52,6,JURUPA AVE,,0,34.04816111,-117.5000694,0,99,99,99,99,88,88,1
6,62642,2,37,1980,7,12,2015,2,16,15,6,GLENOAKS BLVD,PAXTON ST,0,34.27966944,-118.4180389,0,99,99,99,99,99,99,0
6,62643,2,37,0,28,12,2015,2,21,5,4,CR-FORT TEJON ROAD,CR-BUTTERFIELD STAGE ROAD,0,34.48468611,-117.9244889,0,99,99,99,99,99,99,1
6,62644,1,77,2070,29,7,2015,4,19,10,6,WOODWARD AVE,WELLINGTON AVE,0,37.77572778,-121.2042389,0,99,99,99,99,99,99,0
6,62645,4,107,0,10,8,2015,2,7,20,4,CR-ROAD 100,AVE 272,0,36.28376944,-119.3492917,0,99,99,99,99,99,99,0
6,62646,5,37,1980,25,12,2015,6,14,35,6,CRENSHAW BLVD,71ST ST,0,33.97565556,-118.330875,0,99,99,99,99,99,99,0
6,62647,1,77,2070,25,9,2015,6,8,46,6,EDISON ST,LINCOLN AVE,0,37.80648889,-121.2140444,0,99,99,99,99,99,99,0
6,62648,3,65,3851,25,9,2015,6,9,48,6,VAIL RANCH PKWY,,0,33.47566944,-117.0772056,0,99,99,99,99,99,99,0
6,62649,3,71,0,22,12,2015,3,18,46,3,SR-330,,371,34.18343056,-117.1415111,0,99,99,99,99,99,99,0
6,62650,1,37,1980,6,12,2015,1,3,30,6,IVAR AVE,,0,34.10125,-118.3281556,0,99,99,99,99,88,88,0
6,62651,4,79,0,12,12,2015,7,14,0,4,CR-EL CAMINO REAL,,0,35.43599722,-120.6214306,0,99,99,99,99,99,99,0
6,62652,4,75,3290,14,12,2015,2,10,15,6,GOETTINGEN ST,,0,37.72553333,-122.4065444,0,99,99,99,99,88,88,0
6,62653,2,85,3340,15,12,2015,3,21,30,6,TULLY RD,OLD TULLY RD,0,37.30400556,-121.8536361,0,99,99,99,99,99,99,0
6,62654,2,65,9997,17,11,2015,3,17,39,6,CHANDLER ST,HALL AVE,0,33.94620278,-117.6044528,0,99,99,99,99,99,99,0
6,62655,3,65,3070,24,12,2015,5,17,40,6,TYLER ST,,0,33.91303611,-117.4622806,0,99,99,99,99,88,88,0
6,62656,1,37,0,5,11,2015,5,22,42,4,CR-ROSECRANS AVE,,0,33.9037,-118.1886,0,99,99,99,99,99,99,0
6,62657,2,71,2550,11,10,2015,1,1,35,6,LAUREL PL,,0,34.03785556,-117.6526639,0,99,99,99,99,88,88,0
6,62658,1,37,1980,27,1,2015,3,20,40,6,FIGUEROA ST,,0,33.93217222,-118.2825833,0,99,99,99,99,88,88,0
6,62659,4,65,0,12,10,2015,2,10,5,4,CR-HARRISON ST,,0,33.60490833,-116.1811972,0,99,99,99,99,99,99,0
6,62660,3,73,0,26,12,2015,7,12,28,4,CR-OTAY LAKES RD,,0,32.65953889,-116.83975,0,99,99,99,99,88,88,0
6,62661,3,13,2790,23,10,2015,6,22,47,6,PITTSBURG/ANTIOCH HWY,,0,38.01247222,-121.8331,0,99,99,99,99,99,99,0
6,62662,1,37,1840,17,12,2015,5,6,23,6,40TH ST W,AVENUE J-8,0,34.68253889,-118.2015472,0,99,99,99,99,99,99,0
6,62663,7,113,0,10,10,2015,7,12,35,3,SR-113,,216,38.79641667,-121.7222306,0,99,99,99,99,88,88,0
6,62664,1,65,2278,8,8,2015,7,20,55,6,ALESSANDRO BLVD,,0,33.91735833,-117.2097694,0,99,99,99,99,99,99,0
6,62665,2,71,3210,29,7,2015,4,14,50,6,N WATERMAN AVE,EAST 6TH ST,0,34.11023333,-117.2787611,0,99,99,99,99,88,88,0
6,62666,2,37,1110,6,12,2015,1,2,54,6,DURFEE AVE,,0,34.04926667,-118.025525,0,99,99,99,99,99,99,0
6,62667,1,37,1980,14,11,2015,7,19,55,6,ADAMS BLVD,NAOMI AVE,0,34.01758889,-118.2524861,0,99,99,99,99,99,99,0
6,62668,1,1,2480,24,2,2015,3,16,37,6,SAN LEANDRO ST,PRUNE ST,0,37.73860278,-122.179075,0,99,99,99,99,88,88,0
6,62669,1,83,0,30,10,2015,6,21,40,4,CR-HOLLISTER AVE,,0,34.43968056,-119.7725222,0,99,99,99,99,99,99,1
6,62670,1,71,3210,18,7,2015,7,21,14,6,N WATERMAN AVE,,0,34.148475,-117.2780389,0,99,99,99,99,88,88,0
6,62671,4,71,2550,19,10,2015,2,13,31,6,HOLT BLVD,LAUREL AVE,0,34.06335,-117.6523806,0,99,99,99,99,99,99,0
6,62672,2,73,710,26,6,2015,6,2,18,6,TELEGRAPH CANYON ROAD,,0,32.624925,-117.0565083,0,99,99,99,99,88,88,1
6,62673,6,37,2645,18,11,2015,4,22,14,6,10TH ST W,,0,34.62232778,-118.147725,0,99,99,99,99,99,99,0
6,62674,3,73,0,13,8,2015,5,10,11,3,SR-125,,65,32.67719722,-116.9856722,0,99,99,99,99,99,99,0
6,62675,5,71,1603,1,8,2015,7,14,56,6,7TH AVE,RANCHERO ROAD,0,34.383375,-117.3196944,0,99,99,99,99,99,99,0
6,62676,1,71,4290,13,8,2015,5,21,47,6,AVENUE E,,0,34.02659722,-117.0631806,0,99,99,99,99,99,99,0
6,62677,2,73,2510,5,7,2015,1,13,58,6,MISSION AVE,,0,33.217725,-117.3421444,0,99,99,99,99,99,99,0
6,62678,1,85,1977,3,11,2015,3,6,50,6,PAGE MILL RD,,0,37.39218333,-122.1629417,0,99,99,99,99,88,88,0
6,62679,1,37,1970,24,2,2015,3,18,27,6,OCEAN BL,,0,33.76709167,-118.2082111,0,99,99,99,99,88,88,0
6,62680,2,85,2311,14,11,2015,7,22,0,2,US-101,,484,37.41163889,-122.0765111,0,22,0,99,99,99,99,0
6,62681,1,73,0,9,12,2015,4,12,55,3,SR-67,DAY ST,99998,33.03520556,-116.8806167,0,99,99,99,99,99,99,0
6,62682,1,47,0,31,12,2015,5,99,99,3,SR-33,,195,37.14353611,-121.0143306,0,99,99,99,99,88,88,0
6,62685,5,71,0,7,12,2015,2,19,17,4,CR-SAND CANYON ROAD,,0,34.04818333,-117.1185917,0,99,99,99,99,99,99,0
6,62686,3,73,0,24,10,2015,7,16,55,4,CR-OLD HWY 395,,0,33.40898056,-117.162125,0,99,99,99,99,99,99,1
6,62687,1,107,0,18,11,2015,4,99,99,3,SR-99,,480,36.44416944,-119.4825694,0,99,99,99,99,88,88,0
6,62688,1,73,3260,28,10,2015,4,1,45,3,SR-15,,29,32.72582222,-117.1139194,0,99,99,99,99,88,88,0
6,62689,1,73,0,30,4,2015,5,99,99,1,I-8,,466,32.79245278,-116.4956694,0,99,99,99,99,88,88,0
6,62690,4,73,3260,24,12,2015,5,21,30,3,SR-163,,35,32.75832222,-117.1608806,0,99,99,99,99,88,88,0
6,62691,1,85,3790,13,7,2015,2,21,56,6,EL CAMINO REAL,HENDERSON AVE,0,37.35228056,-122.0049139,0,99,99,99,99,99,99,0
6,62692,3,13,3412,29,11,2015,1,1,12,6,BISHOP RANCH ONE,,0,37.76165833,-121.956675,0,99,99,99,99,99,99,0
6,62693,4,111,0,13,12,2015,1,16,21,4,CR-CENTRAL AVE,ROSE AVE,0,34.25069722,-119.1425583,0,99,99,99,99,99,99,0
6,62694,3,73,0,17,12,2015,5,20,8,1,I-8,,215,32.82444722,-116.9058861,0,99,99,99,99,99,99,1
6,62695,5,73,3260,27,12,2015,1,6,5,1,I-805,,134,32.71768333,-117.1026361,0,99,99,99,99,99,99,1
6,62696,1,37,804,13,11,2015,6,14,41,6,SLAUSON AVE,TRIANGLE AVE,0,33.97943333,-118.1354694,0,99,99,99,99,99,99,0
6,62697,1,73,4060,23,10,2015,6,19,58,6,W BOBIER DR,,0,33.2212,-117.248025,0,99,99,99,99,88,88,0
6,62698,3,71,2960,6,3,2015,6,21,56,3,SR-38,JUDSON ST,21,34.07008333,-117.1563694,0,99,99,99,99,88,88,1
6,62699,4,33,0,2,7,2015,5,8,15,3,SR-29,,299,38.94309722,-122.7728694,0,99,99,99,99,99,99,0
6,62700,1,29,240,19,9,2015,7,23,0,6,P STREET,,0,35.35948611,-119.0118861,0,99,99,99,99,99,99,1
6,62701,12,29,0,26,11,2015,5,3,55,1,I-5,,717,35.60026667,-119.6399167,0,99,99,99,99,99,99,0
6,62702,14,37,1980,23,8,2015,1,12,45,1,I-405 RAMP,,426,34.20266944,-118.4732111,0,99,99,99,99,99,99,0
6,62703,4,19,0,14,12,2015,2,13,30,4,CR-ACADEMY AVE,CFR-ROSE AVE,0,36.56869167,-119.5568139,0,99,99,99,99,99,99,1
6,62704,1,77,0,8,8,2015,7,4,46,4,CR-WASHINGTON ST,,0,37.94606389,-121.3171861,0,99,99,99,99,99,99,0
6,62705,1,1,2480,19,9,2015,7,0,17,1,I-580,,433,37.80860278,-122.2422306,0,99,99,99,99,99,99,1
6,62706,4,29,243,22,8,2015,7,5,13,6,WHITE LN,MOUNTAIN VISTA DR,0,35.32531667,-119.1187333,0,99,99,99,99,99,99,1
6,62707,2,71,1605,2,4,2015,5,19,52,6,PALM AVE,CYPRESS ST,0,34.11324444,-117.2087833,0,99,99,99,99,88,88,0
6,62708,3,99,640,5,10,2015,2,0,40,3,SR-99,,313,37.60685,-120.97415,0,99,99,99,99,88,88,0
6,62709,1,25,0,14,7,2015,3,3,15,1,I-5,,610,32.65638333,-116.0970472,0,99,99,99,99,88,88,1
6,62710,1,37,2110,14,8,2015,6,6,18,6,ATLANTIC BL,60TH ST,0,33.98529444,-118.1858583,0,99,99,99,99,88,88,0
6,62711,3,73,2510,16,6,2015,3,18,12,6,NORTH RIVER ROAD,,0,33.25542222,-117.2857889,0,99,99,99,99,99,99,1
6,62712,1,73,3260,15,10,2015,5,8,10,3,SR-15,,60,32.76874444,-117.1116194,0,99,99,99,99,99,99,0
6,62713,1,29,240,25,5,2015,2,22,22,6,MING AVE,,0,35.33966667,-119.05155,0,99,99,99,99,99,99,0
6,62714,4,77,3770,4,12,2015,6,13,16,6,SWAIN RD,,0,38.01040278,-121.2966194,0,99,99,99,99,99,99,0
6,62715,2,67,0,13,11,2015,6,19,10,4,CR-ELDER CREEK RD,,0,38.51083611,-121.3387611,0,99,99,99,99,99,99,0
6,62716,2,71,681,6,4,2015,2,21,38,6,BUTTERFIELD RANCH ROAD,SLATE DRIVE,0,33.95420278,-117.6857333,0,99,99,99,99,99,99,0
6,62717,1,29,240,31,7,2015,6,3,16,6,WHITE LANE,,0,35.31895833,-119.0992722,0,99,99,99,99,88,88,0
6,62718,4,13,4070,14,10,2015,4,21,55,1,I-680 RAMP,,149,37.90624167,-122.0695111,0,99,99,99,99,99,99,1
6,62719,1,37,1550,2,4,2015,5,10,1,6,135TH ST,HAWTHORNE BLVD,0,33.90970556,-118.3524333,0,99,99,99,99,88,88,0
6,62720,6,77,3770,9,9,2015,4,19,58,6,AIRPORT WY,,0,37.94496389,-121.2713139,0,99,99,99,99,99,99,0
6,62721,3,37,1550,24,3,2015,3,11,22,6,PRAIRIE AVE,,0,33.90433611,-118.343875,0,99,99,99,99,99,99,0
6,62722,1,37,0,16,3,2015,2,14,45,4,CR-GLENDORA RIDGE RD,,0,34.23119444,-117.6659833,0,99,99,99,99,99,99,0
6,62723,3,65,9997,15,12,2015,3,12,30,6,LIMONITE AVE,PERALTA PL,0,33.98143889,-117.4395389,0,99,99,99,99,99,99,0
6,62724,1,71,1603,5,7,2015,1,20,51,6,MAIN ST,,0,34.42274444,-117.3097889,0,99,99,99,99,99,99,0
6,62725,2,13,4070,9,11,2015,2,7,50,6,TREAT BLVD,CANDELERO DR,0,37.92761944,-122.0451333,0,99,99,99,99,99,99,0
6,62726,1,73,0,2,10,2015,6,22,11,4,CR-S SANTA FE AVE,,0,33.17122222,-117.2071611,0,99,99,99,99,88,88,0
6,62727,8,37,350,8,5,2015,6,23,53,6,OLYMPIC BLVD,S SWALL DR,0,34.05935556,-118.3856861,0,99,99,99,99,99,99,1
6,62728,3,37,0,22,11,2015,1,6,26,4,CR-135TH ST,,0,33.90918333,-118.2775806,0,99,99,99,99,99,99,0
6,62729,5,65,0,11,12,2015,6,12,55,3,SR-74,THEDA ST,231,33.75623056,-117.2730889,0,99,99,99,99,99,99,0
6,62730,1,59,2560,22,11,2015,1,0,2,3,SR-55,,137,33.78368333,-117.8311833,0,99,99,99,99,99,99,0
6,62731,3,65,290,11,10,2015,1,15,11,6,VIELE AVE,WESTWARD ROAD,0,33.91888889,-116.9882194,0,99,99,99,99,88,88,0
6,62732,1,29,3020,16,12,2015,4,19,25,6,N NORMA ST,,0,35.64578611,-117.6787583,0,99,99,99,99,88,88,0
6,62733,4,73,0,27,11,2015,6,1,31,1,I-805,,87,32.65734722,-117.0737361,0,99,99,99,99,88,88,0
6,62734,1,37,1970,1,10,2015,5,2,35,1,I-710,,100,33.83416667,-118.2088083,0,99,99,99,99,88,88,0
6,62735,2,59,80,29,12,2015,3,2,8,3,SR-91,,155,33.84803611,-117.87635,0,99,99,99,99,99,99,1
6,62736,3,47,0,18,12,2015,6,17,30,4,CR-ATWATER JORDAN RD,ARENA WY,0,37.33133056,-120.6780611,0,99,99,99,99,88,88,0
6,62737,2,19,0,23,12,2015,4,10,20,4,CR-MILLERTON RD,,0,36.98848889,-119.6927694,0,99,99,99,99,99,99,1
6,62738,1,13,0,30,11,2015,2,11,40,4,CR-KIRKER PASS RD,,0,37.96726944,-121.9268,0,99,99,99,99,99,99,1
6,62739,1,67,3150,20,12,2015,1,21,46,3,SR-51,,57,38.62281667,-121.41945,0,99,99,99,99,88,88,0
6,62740,1,17,0,11,12,2015,6,5,15,2,US-50,,263,38.74141944,-120.6622139,0,99,99,99,99,99,99,0
6,62741,1,83,0,17,10,2015,7,1,10,2,US-101,,87,34.42063611,-119.606375,0,99,99,99,99,99,99,0
6,62742,0,77,2070,2,12,2015,4,16,55,6,PRIMROSE AVE,,0,37.77338333,-121.2139083,0,99,99,99,99,99,99,0
6,62743,1,13,0,28,11,2015,7,22,58,4,CR-SAN PABLO DAM RD,,0,37.91430556,-122.2341722,0,99,99,99,99,88,88,1
6,62744,1,59,1713,3,12,2015,5,5,15,1,I-5 RAMP,,233,33.66848056,-117.7546694,0,99,99,99,99,99,99,0
6,62745,1,111,4027,7,12,2015,2,19,15,6,S SEAWARD AVE,,0,34.26559167,-119.2684306,0,99,99,99,99,88,88,0
6,62746,1,67,0,21,12,2015,2,3,40,4,CR-ELKHORN BL,,0,38.68451389,-121.4350667,0,99,99,99,99,88,88,0
6,62747,2,99,0,3,12,2015,5,5,40,3,SR-33,,97,37.42970833,-121.0980333,0,99,99,99,99,88,88,0
6,62748,4,111,0,3,12,2015,5,13,50,3,SR-126,,148,34.371525,-119.018175,0,99,99,99,99,88,88,0
6,62749,1,85,3790,17,2,2015,3,1,4,6,REMINGTON DR,MANET DR,0,37.35904167,-122.0275694,0,99,99,99,99,99,99,0
6,62750,1,83,0,1,10,2015,5,19,53,3,SR-192,,4,34.45228056,-119.7559889,0,99,99,99,99,99,99,1
6,62751,3,19,1370,26,11,2015,5,19,57,6,TULARE AVE,TENTH ST,0,36.74315833,-119.7578333,0,99,99,99,99,99,99,0
6,62752,1,37,720,11,12,2015,6,6,9,6,INDIAN HILL BL,SAN JOSE AVE,0,34.08318056,-117.7193639,0,99,99,99,99,99,99,0
6,62753,2,31,0,12,12,2015,7,8,35,1,I-5,,101,35.90895556,-119.8861389,0,99,99,99,99,99,99,0
6,62754,2,77,3770,12,12,2015,7,18,23,6,HAMMER LANE,LAN ARK DRIVE,0,38.02084167,-121.3094556,0,99,99,99,99,99,99,0
6,62755,2,73,2340,15,12,2015,3,5,30,1,I-5,,101,32.66089167,-117.1084694,0,99,99,99,99,88,88,0
6,62756,1,37,305,9,12,2015,4,19,34,6,ALONDRA BLVD,,0,33.88930278,-118.1337139,0,99,99,99,99,88,88,0
6,62757,2,65,0,13,12,2015,1,5,0,4,CR-CALIFORNIA AVE,,0,33.76139722,-117.0544667,0,99,99,99,99,99,99,0
6,62758,2,47,0,6,12,2015,1,3,45,3,SR-165,,172,37.17043611,-120.8318139,0,99,99,99,99,88,88,0
6,62759,3,37,1294,18,12,2015,6,18,6,1,I-210,,198,34.20671944,-118.2015778,0,99,99,99,99,99,99,0
6,62760,2,65,2278,22,12,2015,3,18,4,6,JOHN F KENNEDY DR,PEPPER CT,0,33.90273889,-117.2398694,0,99,99,99,99,88,88,0
6,62761,1,37,1970,2,12,2015,4,10,50,6,E WILLOW ST,MONOGRAM AVE,0,33.803,-118.1027472,0,99,99,99,99,88,88,0
6,62762,1,85,2182,23,9,2015,4,0,18,1,I-680,,73,37.43009444,-121.8862444,0,99,99,99,99,99,99,0
6,62763,3,73,3645,20,12,2015,1,3,24,1,I-5,,378,33.00187778,-117.2576917,0,99,99,99,99,88,88,1
6,62764,1,37,1980,13,12,2015,1,17,20,6,EVERGREEN AVE,WINTER ST,0,34.04743611,-118.1979889,0,99,99,99,99,99,99,0
6,62765,1,37,1970,5,11,2015,5,0,11,6,N SHORELINE DR,,0,33.77194722,-118.2040528,0,99,99,99,99,88,88,0
6,62766,1,77,0,27,12,2015,1,17,15,4,CR-BRIGHT ROAD,,0,37.8804,-121.2922639,0,99,99,99,99,99,99,0
6,62767,2,71,0,3,12,2015,5,15,18,4,CR-EAST END AVE,CHINO AVE,0,34.01166389,-117.7240083,0,99,99,99,99,88,88,0
6,62768,2,37,1980,28,12,2015,2,1,55,6,GOWER STREET,HOLLYWOOD BOULEVARD,0,34.10165833,-118.3223778,0,99,99,99,99,99,99,0
6,62769,2,37,1980,28,12,2015,2,21,5,6,SUNSET BLVD,,0,34.09004167,-118.2770722,0,99,99,99,99,99,99,0
6,62770,4,37,1970,31,12,2015,5,22,47,3,SR-1,DAISY AVE,68,33.78983889,-118.1993694,0,99,99,99,99,99,99,0
6,62771,2,29,240,18,12,2015,6,2,54,6,COLUMBUS ST,CORNELL ST,0,35.39745278,-118.9752833,0,99,99,99,99,99,99,1
